path,emotion,source
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-07-02-02-01-22.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-07-02-02-02-22.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-08-01-01-01-22.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-08-01-01-02-22.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-08-01-02-01-22.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-08-01-02-02-22.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-08-02-01-01-22.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-08-02-01-02-22.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-08-02-02-01-22.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_22\03-01-08-02-02-02-22.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-01-01-01-01-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-01-01-01-02-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-01-01-02-01-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-01-01-02-02-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-02-01-01-01-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-02-01-01-02-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-02-01-02-01-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-02-01-02-02-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-02-02-01-01-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-02-02-01-02-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-02-02-02-01-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-02-02-02-02-23.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-03-01-01-01-23.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-03-01-01-02-23.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-03-01-02-01-23.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-03-01-02-02-23.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-03-02-01-01-23.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-03-02-01-02-23.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-03-02-02-01-23.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-03-02-02-02-23.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-04-01-01-01-23.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-04-01-01-02-23.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-04-01-02-01-23.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-04-01-02-02-23.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-04-02-01-01-23.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-04-02-01-02-23.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-04-02-02-01-23.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-04-02-02-02-23.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-05-01-01-01-23.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-05-01-01-02-23.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-05-01-02-01-23.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-05-01-02-02-23.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-05-02-01-01-23.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-05-02-01-02-23.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-05-02-02-01-23.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-05-02-02-02-23.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-06-01-01-01-23.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-06-01-01-02-23.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-06-01-02-01-23.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-06-01-02-02-23.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-06-02-01-01-23.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-06-02-01-02-23.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-06-02-02-01-23.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-06-02-02-02-23.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-07-01-01-01-23.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-07-01-01-02-23.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-07-01-02-01-23.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-07-01-02-02-23.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-07-02-01-01-23.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-07-02-01-02-23.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-07-02-02-01-23.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-07-02-02-02-23.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-08-01-01-01-23.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-08-01-01-02-23.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-08-01-02-01-23.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-08-01-02-02-23.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-08-02-01-01-23.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-08-02-01-02-23.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-08-02-02-01-23.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_23\03-01-08-02-02-02-23.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-01-01-01-01-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-01-01-01-02-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-01-01-02-01-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-01-01-02-02-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-02-01-01-01-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-02-01-01-02-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-02-01-02-01-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-02-01-02-02-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-02-02-01-01-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-02-02-01-02-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-02-02-02-01-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-02-02-02-02-24.wav,neutral,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-03-01-01-01-24.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-03-01-01-02-24.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-03-01-02-01-24.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-03-01-02-02-24.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-03-02-01-01-24.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-03-02-01-02-24.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-03-02-02-01-24.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-03-02-02-02-24.wav,happy,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-04-01-01-01-24.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-04-01-01-02-24.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-04-01-02-01-24.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-04-01-02-02-24.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-04-02-01-01-24.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-04-02-01-02-24.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-04-02-02-01-24.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-04-02-02-02-24.wav,sad,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-05-01-01-01-24.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-05-01-01-02-24.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-05-01-02-01-24.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-05-01-02-02-24.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-05-02-01-01-24.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-05-02-01-02-24.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-05-02-02-01-24.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-05-02-02-02-24.wav,angry,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-06-01-01-01-24.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-06-01-01-02-24.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-06-01-02-01-24.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-06-01-02-02-24.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-06-02-01-01-24.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-06-02-01-02-24.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-06-02-02-01-24.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-06-02-02-02-24.wav,fear,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-07-01-01-01-24.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-07-01-01-02-24.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-07-01-02-01-24.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-07-01-02-02-24.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-07-02-01-01-24.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-07-02-01-02-24.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-07-02-02-01-24.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-07-02-02-02-24.wav,disgust,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-08-01-01-01-24.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-08-01-01-02-24.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-08-01-02-01-24.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-08-01-02-02-24.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-08-02-01-01-24.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-08-02-01-02-24.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-08-02-02-01-24.wav,surprise,RAVDESS
D:\Projects\CSE445\speech_emotion_recognation\data\RAVDESS\Actor_24\03-01-08-02-02-02-24.wav,surprise,RAVDESS
data/TESS\OAF_back_angry.wav,angry,TESS
data/TESS\OAF_back_disgust.wav,disgust,TESS
data/TESS\OAF_back_fear.wav,fear,TESS
data/TESS\OAF_back_happy.wav,happy,TESS
data/TESS\OAF_back_neutral.wav,neutral,TESS
data/TESS\OAF_back_ps.wav,surprise,TESS
data/TESS\OAF_back_sad.wav,sad,TESS
data/TESS\OAF_bar_angry.wav,angry,TESS
data/TESS\OAF_bar_disgust.wav,disgust,TESS
data/TESS\OAF_bar_fear.wav,fear,TESS
data/TESS\OAF_bar_happy.wav,happy,TESS
data/TESS\OAF_bar_neutral.wav,neutral,TESS
data/TESS\OAF_bar_ps.wav,surprise,TESS
data/TESS\OAF_bar_sad.wav,sad,TESS
data/TESS\OAF_base_angry.wav,angry,TESS
data/TESS\OAF_base_disgust.wav,disgust,TESS
data/TESS\OAF_base_fear.wav,fear,TESS
data/TESS\OAF_base_happy.wav,happy,TESS
data/TESS\OAF_base_neutral.wav,neutral,TESS
data/TESS\OAF_base_ps.wav,surprise,TESS
data/TESS\OAF_base_sad.wav,sad,TESS
data/TESS\OAF_bath_angry.wav,angry,TESS
data/TESS\OAF_bath_disgust.wav,disgust,TESS
data/TESS\OAF_bath_fear.wav,fear,TESS
data/TESS\OAF_bath_happy.wav,happy,TESS
data/TESS\OAF_bath_neutral.wav,neutral,TESS
data/TESS\OAF_bath_ps.wav,surprise,TESS
data/TESS\OAF_bath_sad.wav,sad,TESS
data/TESS\OAF_bean_angry.wav,angry,TESS
data/TESS\OAF_bean_disgust.wav,disgust,TESS
data/TESS\OAF_bean_fear.wav,fear,TESS
data/TESS\OAF_bean_happy.wav,happy,TESS
data/TESS\OAF_bean_neutral.wav,neutral,TESS
data/TESS\OAF_bean_ps.wav,surprise,TESS
data/TESS\OAF_bean_sad.wav,sad,TESS
data/TESS\OAF_beg_angry.wav,angry,TESS
data/TESS\OAF_beg_disgust.wav,disgust,TESS
data/TESS\OAF_beg_fear.wav,fear,TESS
data/TESS\OAF_beg_happy.wav,happy,TESS
data/TESS\OAF_beg_neutral.wav,neutral,TESS
data/TESS\OAF_beg_ps.wav,surprise,TESS
data/TESS\OAF_beg_sad.wav,sad,TESS
data/TESS\OAF_bite_angry.wav,angry,TESS
data/TESS\OAF_bite_disgust.wav,disgust,TESS
data/TESS\OAF_bite_fear.wav,fear,TESS
data/TESS\OAF_bite_happy.wav,happy,TESS
data/TESS\OAF_bite_neutral.wav,neutral,TESS
data/TESS\OAF_bite_ps.wav,surprise,TESS
data/TESS\OAF_bite_sad.wav,sad,TESS
data/TESS\OAF_boat_angry.wav,angry,TESS
data/TESS\OAF_boat_disgust.wav,disgust,TESS
data/TESS\OAF_boat_fear.wav,fear,TESS
data/TESS\OAF_boat_happy.wav,happy,TESS
data/TESS\OAF_boat_neutral.wav,neutral,TESS
data/TESS\OAF_boat_ps.wav,surprise,TESS
data/TESS\OAF_boat_sad.wav,sad,TESS
data/TESS\OAF_bone_angry.wav,angry,TESS
data/TESS\OAF_bone_disgust.wav,disgust,TESS
data/TESS\OAF_bone_fear.wav,fear,TESS
data/TESS\OAF_bone_happy.wav,happy,TESS
data/TESS\OAF_bone_neutral.wav,neutral,TESS
data/TESS\OAF_bone_ps.wav,surprise,TESS
data/TESS\OAF_bone_sad.wav,sad,TESS
data/TESS\OAF_book_angry.wav,angry,TESS
data/TESS\OAF_book_disgust.wav,disgust,TESS
data/TESS\OAF_book_fear.wav,fear,TESS
data/TESS\OAF_book_happy.wav,happy,TESS
data/TESS\OAF_book_neutral.wav,neutral,TESS
data/TESS\OAF_book_ps.wav,surprise,TESS
data/TESS\OAF_book_sad.wav,sad,TESS
data/TESS\OAF_bought_angry.wav,angry,TESS
data/TESS\OAF_bought_disgust.wav,disgust,TESS
data/TESS\OAF_bought_fear.wav,fear,TESS
data/TESS\OAF_bought_happy.wav,happy,TESS
data/TESS\OAF_bought_neutral.wav,neutral,TESS
data/TESS\OAF_bought_ps.wav,surprise,TESS
data/TESS\OAF_bought_sad.wav,sad,TESS
data/TESS\OAF_burn_angry.wav,angry,TESS
data/TESS\OAF_burn_disgust.wav,disgust,TESS
data/TESS\OAF_burn_fear.wav,fear,TESS
data/TESS\OAF_burn_happy.wav,happy,TESS
data/TESS\OAF_burn_neutral.wav,neutral,TESS
data/TESS\OAF_burn_ps.wav,surprise,TESS
data/TESS\OAF_burn_sad.wav,sad,TESS
data/TESS\OAF_cab_angry.wav,angry,TESS
data/TESS\OAF_cab_disgust.wav,disgust,TESS
data/TESS\OAF_cab_fear.wav,fear,TESS
data/TESS\OAF_cab_happy.wav,happy,TESS
data/TESS\OAF_cab_neutral.wav,neutral,TESS
data/TESS\OAF_cab_ps.wav,surprise,TESS
data/TESS\OAF_cab_sad.wav,sad,TESS
data/TESS\OAF_calm_angry.wav,angry,TESS
data/TESS\OAF_calm_disgust.wav,disgust,TESS
data/TESS\OAF_calm_fear.wav,fear,TESS
data/TESS\OAF_calm_happy.wav,happy,TESS
data/TESS\OAF_calm_neutral.wav,neutral,TESS
data/TESS\OAF_calm_ps.wav,surprise,TESS
data/TESS\OAF_calm_sad.wav,sad,TESS
data/TESS\OAF_came_angry.wav,angry,TESS
data/TESS\OAF_came_disgust.wav,disgust,TESS
data/TESS\OAF_came_fear.wav,fear,TESS
data/TESS\OAF_came_happy.wav,happy,TESS
data/TESS\OAF_came_neutral.wav,neutral,TESS
data/TESS\OAF_came_ps.wav,surprise,TESS
data/TESS\OAF_came_sad.wav,sad,TESS
data/TESS\OAF_cause_angry.wav,angry,TESS
data/TESS\OAF_cause_disgust.wav,disgust,TESS
data/TESS\OAF_cause_fear.wav,fear,TESS
data/TESS\OAF_cause_happy.wav,happy,TESS
data/TESS\OAF_cause_neutral.wav,neutral,TESS
data/TESS\OAF_cause_ps.wav,surprise,TESS
data/TESS\OAF_cause_sad.wav,sad,TESS
data/TESS\OAF_chain_angry.wav,angry,TESS
data/TESS\OAF_chain_disgust.wav,disgust,TESS
data/TESS\OAF_chain_fear.wav,fear,TESS
data/TESS\OAF_chain_happy.wav,happy,TESS
data/TESS\OAF_chain_neutral.wav,neutral,TESS
data/TESS\OAF_chain_ps.wav,surprise,TESS
data/TESS\OAF_chain_sad.wav,sad,TESS
data/TESS\OAF_chair_angry.wav,angry,TESS
data/TESS\OAF_chair_disgust.wav,disgust,TESS
data/TESS\OAF_chair_fear.wav,fear,TESS
data/TESS\OAF_chair_happy.wav,happy,TESS
data/TESS\OAF_chair_neutral.wav,neutral,TESS
data/TESS\OAF_chair_ps.wav,surprise,TESS
data/TESS\OAF_chair_sad.wav,sad,TESS
data/TESS\OAF_chalk_angry.wav,angry,TESS
data/TESS\OAF_chalk_disgust.wav,disgust,TESS
data/TESS\OAF_chalk_fear.wav,fear,TESS
data/TESS\OAF_chalk_happy.wav,happy,TESS
data/TESS\OAF_chalk_neutral.wav,neutral,TESS
data/TESS\OAF_chalk_ps.wav,surprise,TESS
data/TESS\OAF_chalk_sad.wav,sad,TESS
data/TESS\OAF_chat_angry.wav,angry,TESS
data/TESS\OAF_chat_disgust.wav,disgust,TESS
data/TESS\OAF_chat_fear.wav,fear,TESS
data/TESS\OAF_chat_happy.wav,happy,TESS
data/TESS\OAF_chat_neutral.wav,neutral,TESS
data/TESS\OAF_chat_ps.wav,surprise,TESS
data/TESS\OAF_chat_sad.wav,sad,TESS
data/TESS\OAF_check_angry.wav,angry,TESS
data/TESS\OAF_check_disgust.wav,disgust,TESS
data/TESS\OAF_check_fear.wav,fear,TESS
data/TESS\OAF_check_happy.wav,happy,TESS
data/TESS\OAF_check_neutral.wav,neutral,TESS
data/TESS\OAF_check_ps.wav,surprise,TESS
data/TESS\OAF_check_sad.wav,sad,TESS
data/TESS\OAF_cheek_angry.wav,angry,TESS
data/TESS\OAF_cheek_disgust.wav,disgust,TESS
data/TESS\OAF_cheek_fear.wav,fear,TESS
data/TESS\OAF_cheek_happy.wav,happy,TESS
data/TESS\OAF_cheek_neutral.wav,neutral,TESS
data/TESS\OAF_cheek_ps.wav,surprise,TESS
data/TESS\OAF_cheek_sad.wav,sad,TESS
data/TESS\OAF_chief_angry.wav,angry,TESS
data/TESS\OAF_chief_disgust.wav,disgust,TESS
data/TESS\OAF_chief_fear.wav,fear,TESS
data/TESS\OAF_chief_happy.wav,happy,TESS
data/TESS\OAF_chief_neutral.wav,neutral,TESS
data/TESS\OAF_chief_ps.wav,surprise,TESS
data/TESS\OAF_chief_sad.wav,sad,TESS
data/TESS\OAF_choice_angry.wav,angry,TESS
data/TESS\OAF_choice_disgust.wav,disgust,TESS
data/TESS\OAF_choice_fear.wav,fear,TESS
data/TESS\OAF_choice_happy.wav,happy,TESS
data/TESS\OAF_choice_neutral.wav,neutral,TESS
data/TESS\OAF_choice_ps.wav,surprise,TESS
data/TESS\OAF_choice_sad.wav,sad,TESS
data/TESS\OAF_cool_angry.wav,angry,TESS
data/TESS\OAF_cool_disgust.wav,disgust,TESS
data/TESS\OAF_cool_fear.wav,fear,TESS
data/TESS\OAF_cool_happy.wav,happy,TESS
data/TESS\OAF_cool_neutral.wav,neutral,TESS
data/TESS\OAF_cool_ps.wav,surprise,TESS
data/TESS\OAF_cool_sad.wav,sad,TESS
data/TESS\OAF_dab_angry.wav,angry,TESS
data/TESS\OAF_dab_disgust.wav,disgust,TESS
data/TESS\OAF_dab_fear.wav,fear,TESS
data/TESS\OAF_dab_happy.wav,happy,TESS
data/TESS\OAF_dab_neutral.wav,neutral,TESS
data/TESS\OAF_dab_ps.wav,surprise,TESS
data/TESS\OAF_dab_sad.wav,sad,TESS
data/TESS\OAF_date_angry.wav,angry,TESS
data/TESS\OAF_date_disgust.wav,disgust,TESS
data/TESS\OAF_date_fear.wav,fear,TESS
data/TESS\OAF_date_happy.wav,happy,TESS
data/TESS\OAF_date_neutral.wav,neutral,TESS
data/TESS\OAF_date_ps.wav,surprise,TESS
data/TESS\OAF_date_sad.wav,sad,TESS
data/TESS\OAF_dead_angry.wav,angry,TESS
data/TESS\OAF_dead_disgust.wav,disgust,TESS
data/TESS\OAF_dead_fear.wav,fear,TESS
data/TESS\OAF_dead_happy.wav,happy,TESS
data/TESS\OAF_dead_neutral.wav,neutral,TESS
data/TESS\OAF_dead_ps.wav,surprise,TESS
data/TESS\OAF_dead_sad.wav,sad,TESS
data/TESS\OAF_death_angry.wav,angry,TESS
data/TESS\OAF_death_disgust.wav,disgust,TESS
data/TESS\OAF_death_fear.wav,fear,TESS
data/TESS\OAF_death_happy.wav,happy,TESS
data/TESS\OAF_death_neutral.wav,neutral,TESS
data/TESS\OAF_death_ps.wav,surprise,TESS
data/TESS\OAF_death_sad.wav,sad,TESS
data/TESS\OAF_deep_angry.wav,angry,TESS
data/TESS\OAF_deep_disgust.wav,disgust,TESS
data/TESS\OAF_deep_fear.wav,fear,TESS
